Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-06 09:30:00-04:00,470.30999755859375,470.6099853515625,469.6199951171875,470.2900085449219,930321,0.0,0.0
2025-06-06 09:31:00-04:00,470.3299865722656,470.739990234375,469.5400085449219,469.8900146484375,273116,0.0,0.0
2025-06-06 09:32:00-04:00,469.9200134277344,470.25201416015625,469.5950012207031,470.0350036621094,79085,0.0,0.0
2025-06-06 09:33:00-04:00,469.96929931640625,470.9100036621094,469.7699890136719,469.96929931640625,102166,0.0,0.0
2025-06-06 09:34:00-04:00,469.75,470.07000732421875,469.4400939941406,469.5202941894531,64075,0.0,0.0
2025-06-06 09:35:00-04:00,469.5199890136719,469.69000244140625,469.1300048828125,469.6400146484375,72985,0.0,0.0
2025-06-06 09:36:00-04:00,469.635009765625,470.30999755859375,469.32000732421875,470.1300048828125,72154,0.0,0.0
2025-06-06 09:37:00-04:00,470.1300048828125,470.4599914550781,470.05999755859375,470.1700134277344,42903,0.0,0.0
2025-06-06 09:38:00-04:00,470.19500732421875,470.8699951171875,470.19500732421875,470.80499267578125,76925,0.0,0.0
2025-06-06 09:39:00-04:00,470.8349914550781,470.9800109863281,470.6199951171875,470.90301513671875,74422,0.0,0.0
2025-06-06 09:40:00-04:00,470.8800048828125,471.1400146484375,470.82501220703125,471.0199890136719,79418,0.0,0.0
2025-06-06 09:41:00-04:00,471.00439453125,471.1600036621094,470.7699890136719,470.80999755859375,57215,0.0,0.0
2025-06-06 09:42:00-04:00,470.80999755859375,471.25,470.7799987792969,471.25,88408,0.0,0.0
2025-06-06 09:43:00-04:00,471.2699890136719,471.3550109863281,470.9006042480469,471.0249938964844,89684,0.0,0.0
2025-06-06 09:44:00-04:00,471.0799865722656,471.20001220703125,471.0000915527344,471.1199951171875,36100,0.0,0.0
2025-06-06 09:45:00-04:00,471.1700134277344,471.2200012207031,471.0,471.0060119628906,64850,0.0,0.0
2025-06-06 09:46:00-04:00,471.0899963378906,471.260009765625,471.0400085449219,471.04998779296875,95104,0.0,0.0
2025-06-06 09:47:00-04:00,471.1300048828125,471.3999938964844,470.95001220703125,471.2099914550781,97478,0.0,0.0
