Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-05 09:30:00-04:00,322.489990234375,324.5498962402344,317.25,319.77191162109375,13426212,0.0,0.0
2025-06-05 09:35:00-04:00,319.6099853515625,319.8900146484375,314.760009765625,315.7598876953125,4657501,0.0,0.0
2025-06-05 09:40:00-04:00,315.6600036621094,317.09991455078125,314.55999755859375,315.5902099609375,4044319,0.0,0.0
2025-06-05 09:45:00-04:00,315.6300048828125,315.89990234375,312.3599853515625,313.4800109863281,4978041,0.0,0.0
2025-06-05 09:50:00-04:00,313.4599914550781,314.7851867675781,312.9211120605469,314.68499755859375,2989003,0.0,0.0
2025-06-05 09:55:00-04:00,314.68499755859375,314.8598937988281,312.7008972167969,314.05499267578125,2608711,0.0,0.0
2025-06-05 10:00:00-04:00,314.1000061035156,314.9798889160156,313.5809020996094,314.9200134277344,2059944,0.0,0.0
2025-06-05 10:05:00-04:00,314.9700012207031,315.1700134277344,313.489990234375,314.4949951171875,2010398,0.0,0.0
2025-06-05 10:10:00-04:00,314.54998779296875,316.4798889160156,314.3599853515625,315.6499938964844,2383039,0.0,0.0
2025-06-05 10:15:00-04:00,315.6099853515625,317.7099914550781,315.4809875488281,317.44500732421875,2268674,0.0,0.0
2025-06-05 10:20:00-04:00,317.4703063964844,318.9700012207031,317.25,318.0799865722656,2587375,0.0,0.0
2025-06-05 10:25:00-04:00,318.0422058105469,318.7300109863281,316.7611999511719,317.5889892578125,2023697,0.0,0.0
2025-06-05 10:30:00-04:00,317.5400085449219,317.79998779296875,315.3299865722656,315.6199951171875,1851917,0.0,0.0
2025-06-05 10:35:00-04:00,315.57000732421875,317.29998779296875,314.55010986328125,316.41259765625,2096911,0.0,0.0
2025-06-05 10:40:00-04:00,316.44500732421875,318.12939453125,315.80999755859375,317.5032043457031,1596114,0.0,0.0
2025-06-05 10:45:00-04:00,317.4949951171875,318.6000061035156,317.2200012207031,317.4100036621094,1656704,0.0,0.0
2025-06-05 10:50:00-04:00,317.44000244140625,318.79998779296875,317.3800048828125,318.3550109863281,1209407,0.0,0.0
2025-06-05 10:55:00-04:00,318.3500061035156,319.539306640625,318.2654113769531,319.2200927734375,1667196,0.0,0.0
2025-06-05 11:00:00-04:00,319.2200012207031,319.67999267578125,318.54998779296875,318.9200134277344,1260555,0.0,0.0
2025-06-05 11:05:00-04:00,318.8999938964844,319.2300109863281,318.20001220703125,318.8800048828125,1192078,0.0,0.0
2025-06-05 11:10:00-04:00,318.94500732421875,319.5299987792969,318.75,319.31500244140625,873239,0.0,0.0
2025-06-05 11:15:00-04:00,319.2900085449219,321.2200012207031,318.95001220703125,321.1199951171875,1883026,0.0,0.0
2025-06-05 11:20:00-04:00,321.11761474609375,322.3500061035156,321.0,322.2799987792969,1638913,0.0,0.0
2025-06-05 11:25:00-04:00,322.2799987792969,322.4224853515625,321.10101318359375,321.68499755859375,1307840,0.0,0.0
2025-06-05 11:30:00-04:00,321.67999267578125,321.8793029785156,320.6000061035156,320.9750061035156,1077620,0.0,0.0
2025-06-05 11:35:00-04:00,320.92999267578125,321.5799865722656,319.8406066894531,321.4200134277344,1296349,0.0,0.0
2025-06-05 11:40:00-04:00,321.4700012207031,321.7200012207031,321.04998779296875,321.2701110839844,745221,0.0,0.0
2025-06-05 11:45:00-04:00,321.275390625,321.3550109863281,320.25,321.0799865722656,889462,0.0,0.0
2025-06-05 11:50:00-04:00,321.0403137207031,321.1400146484375,320.29998779296875,321.0,754074,0.0,0.0
2025-06-05 11:55:00-04:00,320.8399963378906,322.9800109863281,320.6300048828125,322.54998779296875,1472240,0.0,0.0
2025-06-05 12:00:00-04:00,322.510009765625,322.56640625,317.8399963378906,319.45001220703125,3008517,0.0,0.0
2025-06-05 12:05:00-04:00,319.4700012207031,319.5400085449219,315.8800048828125,316.489501953125,2936014,0.0,0.0
2025-06-05 12:10:00-04:00,316.4800109863281,316.5,314.260009765625,314.79998779296875,2861297,0.0,0.0
2025-06-05 12:15:00-04:00,314.75,314.8399963378906,312.25,313.7149963378906,3321612,0.0,0.0
2025-06-05 12:20:00-04:00,313.69000244140625,315.3399963378906,313.2900085449219,313.7900085449219,2647856,0.0,0.0
2025-06-05 12:25:00-04:00,313.739990234375,314.6300048828125,313.2300109863281,313.6700134277344,1706641,0.0,0.0
2025-06-05 12:30:00-04:00,313.6700134277344,313.8193054199219,311.0400085449219,312.1300048828125,3364745,0.0,0.0
2025-06-05 12:35:00-04:00,312.1499938964844,312.8399963378906,309.54998779296875,310.29998779296875,3230952,0.0,0.0
2025-06-05 12:40:00-04:00,310.2799987792969,310.4700012207031,307.54998779296875,308.32000732421875,3980211,0.0,0.0
2025-06-05 12:45:00-04:00,308.32000732421875,308.3599853515625,304.419189453125,306.0,5229908,0.0,0.0
2025-06-05 12:50:00-04:00,305.9800109863281,305.9800109863281,302.54998779296875,305.2300109863281,4442380,0.0,0.0
2025-06-05 12:55:00-04:00,304.5199890136719,305.3800048828125,301.82000732421875,302.0459899902344,3342713,0.0,0.0
2025-06-05 13:00:00-04:00,302.05999755859375,304.260009765625,301.5,303.3299865722656,3311946,0.0,0.0
2025-06-05 13:05:00-04:00,303.42999267578125,306.3229064941406,303.0000915527344,305.760009765625,3000455,0.0,0.0
2025-06-05 13:10:00-04:00,305.760009765625,306.3999938964844,304.42999267578125,305.2300109863281,2279806,0.0,0.0
2025-06-05 13:15:00-04:00,305.2099914550781,305.59991455078125,303.3399963378906,303.93499755859375,2104272,0.0,0.0
2025-06-05 13:20:00-04:00,303.93499755859375,304.2900085449219,302.25,303.1986083984375,1904533,0.0,0.0
2025-06-05 13:25:00-04:00,303.1099853515625,303.8387145996094,301.8901062011719,302.3800048828125,2031117,0.0,0.0
2025-06-05 13:30:00-04:00,302.3599853515625,304.2099914550781,301.67999267578125,303.0950012207031,1768327,0.0,0.0
2025-06-05 13:35:00-04:00,303.0899963378906,304.13909912109375,302.5799865722656,303.80999755859375,1486574,0.0,0.0
2025-06-05 13:40:00-04:00,303.82000732421875,305.0,303.32000732421875,303.9800109863281,1756227,0.0,0.0
2025-06-05 13:45:00-04:00,303.989990234375,304.019287109375,302.9100036621094,303.07000732421875,1429135,0.0,0.0
2025-06-05 13:50:00-04:00,303.0899963378906,303.7406005859375,302.82000732421875,303.17498779296875,1113659,0.0,0.0
2025-06-05 13:55:00-04:00,303.17999267578125,303.6700134277344,302.25,302.6000061035156,1413527,0.0,0.0
2025-06-05 14:00:00-04:00,302.6300048828125,303.3299865722656,300.28118896484375,301.625,3093326,0.0,0.0
2025-06-05 14:05:00-04:00,301.635009765625,302.80999755859375,301.0,302.1400146484375,2206197,0.0,0.0
2025-06-05 14:10:00-04:00,302.1300048828125,302.4307861328125,299.2200012207031,299.6817932128906,3272460,0.0,0.0
2025-06-05 14:15:00-04:00,299.69000244140625,300.69000244140625,298.29998779296875,299.45001220703125,3139949,0.0,0.0
2025-06-05 14:20:00-04:00,299.44000244140625,299.739990234375,298.510009765625,298.760009765625,2119079,0.0,0.0
2025-06-05 14:25:00-04:00,298.2200012207031,299.54998779296875,297.30999755859375,297.53961181640625,2654788,0.0,0.0
2025-06-05 14:30:00-04:00,297.53961181640625,298.0150146484375,295.6700134277344,297.347412109375,3716271,0.0,0.0
2025-06-05 14:35:00-04:00,297.4200134277344,298.79449462890625,292.8316955566406,294.9880065917969,5858022,0.0,0.0
2025-06-05 14:40:00-04:00,293.7900085449219,295.9458923339844,293.0400085449219,294.18389892578125,3729886,0.0,0.0
2025-06-05 14:45:00-04:00,294.31048583984375,294.8399963378906,290.70050048828125,290.8948059082031,4445976,0.0,0.0
