Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,89.16370297479997,90.61676258298985,88.09879462707987,88.6959457397461,28131200,0.0,0.0
2023-01-04 00:00:00-05:00,89.92009176216149,90.2186673282775,86.85474530999315,87.66089630126953,34854800,0.0,0.0
2023-01-05 00:00:00-05:00,87.0538097866527,87.15333245755251,85.49128031493731,85.78984832763672,27194400,0.0,0.0
2023-01-06 00:00:00-05:00,86.3770371515828,87.27275629454014,84.45622016455464,86.9244155883789,41381500,0.0,0.0
2023-01-09 00:00:00-05:00,87.93955953620126,89.62152048330157,87.44193867309151,87.6011734008789,29003900,0.0,0.0
2023-01-10 00:00:00-05:00,85.5708904595706,88.24808564924614,85.42160267591623,87.99927520751953,30467800,0.0,0.0
2023-01-11 00:00:00-05:00,88.7556713324224,91.16415486430132,88.58648203484007,91.08453369140625,26862000,0.0,0.0
2023-01-12 00:00:00-05:00,91.0447213124675,91.432864998952,89.32294969329632,90.69638061523438,30258100,0.0,0.0
2023-01-13 00:00:00-05:00,90.41771741423032,91.75134539532985,89.70114209221775,91.68167877197266,26329200,0.0,0.0
2023-01-17 00:00:00-05:00,91.62196184719421,91.81106022758811,89.62153120519707,90.85562896728516,32602400,0.0,0.0
2023-01-18 00:00:00-05:00,91.70157513878183,92.35843834492154,90.2087124991102,90.68643188476562,29116700,0.0,0.0
2023-01-19 00:00:00-05:00,90.28833877439054,93.16458701556465,90.19876306253057,92.60725402832031,37000400,0.0,0.0
2023-01-20 00:00:00-05:00,94.64748490246777,97.83226292359589,94.56786374349393,97.5535888671875,63191100,0.0,0.0
2023-01-23 00:00:00-05:00,97.48393658664499,99.56399601043773,97.03608078946915,99.315185546875,40005100,0.0,0.0
2023-01-24 00:00:00-05:00,97.63322092688912,99.13603819966976,96.73750177115588,97.23512268066406,33078500,0.0,0.0
2023-01-25 00:00:00-05:00,95.11526275334147,95.70245938987009,93.313877444999,94.76692962646484,42330000,0.0,0.0
2023-01-26 00:00:00-05:00,96.04083357396856,97.10574199484742,94.92616002591807,97.05597686767578,30114000,0.0,0.0
2023-01-27 00:00:00-05:00,96.84697541487013,99.84265530593878,96.84697541487013,98.89717864990234,33879800,0.0,0.0
2023-01-30 00:00:00-05:00,97.01617600106465,97.82231944586147,95.94131301260722,96.47874450683594,27226200,0.0,0.0
2023-01-31 00:00:00-05:00,96.40907009171393,98.40950052217909,96.35930496747491,98.36968994140625,29870700,0.0,0.0
2023-02-01 00:00:00-05:00,98.24031608663826,100.70851906446003,97.11569559851715,99.95213317871094,35531100,0.0,0.0
2023-02-02 00:00:00-05:00,105.29659191037327,107.33683316916719,105.10749352703068,107.22735595703125,69883800,0.0,0.0
2023-02-03 00:00:00-05:00,102.44023732028235,107.29701450167059,102.09190421385664,104.28143310546875,65309300,0.0,0.0
2023-02-06 00:00:00-05:00,101.9127642202071,103.86343728262108,101.39523421998128,102.41038513183594,31999600,0.0,0.0
2023-02-07 00:00:00-05:00,102.72886341728358,107.6652620074092,102.62934075240821,107.1278305053711,49010200,0.0,0.0
2023-02-08 00:00:00-05:00,101.56442693043918,102.64923682856325,97.57350525697757,98.89717864990234,94743500,0.0,0.0
2023-02-09 00:00:00-05:00,99.52417665215816,99.55403269025908,93.18448386590254,94.55792236328125,119455000,0.0,0.0
2023-02-10 00:00:00-05:00,94.99582806779736,96.28964546267231,93.80154092875313,94.1200180053711,54980700,0.0,0.0
2023-02-13 00:00:00-05:00,94.28920688773186,94.74701720884225,93.39348774073657,94.15982818603516,50076100,0.0,0.0
2023-02-14 00:00:00-05:00,93.98068174209502,94.39868146803326,91.82100889832186,94.2294921875,54726100,0.0,0.0
2023-02-15 00:00:00-05:00,94.04039749081163,96.65788833824551,93.70201891653383,96.47874450683594,50169000,0.0,0.0
2023-02-16 00:00:00-05:00,94.91621637237178,97.2152225774334,94.28920915783308,95.05554962158203,42462600,0.0,0.0
2023-02-17 00:00:00-05:00,94.39867524030484,95.10529594746632,92.76647943357575,93.90105438232422,34284100,0.0,0.0
2023-02-21 00:00:00-05:00,92.55749030076139,92.65701296526197,91.28358197173173,91.3532485961914,33629300,0.0,0.0
2023-02-22 00:00:00-05:00,91.26367049827103,91.67172328308142,90.1788605753032,91.21391296386719,30884000,0.0,0.0
2023-02-23 00:00:00-05:00,91.4826172903113,91.50252637688843,89.33289911857833,90.45751953125,41206400,0.0,0.0
2023-02-24 00:00:00-05:00,89.01443223203913,89.46228802095382,88.15852364572393,88.70590209960938,36585100,0.0,0.0
2023-02-27 00:00:00-05:00,89.4423828125,89.73100384409955,88.91489828317458,89.4423828125,27502300,0.0,0.0
2023-02-28 00:00:00-05:00,88.90495506752045,90.79591607528975,88.89500052309056,89.63147735595703,30142000,0.0,0.0
2023-03-01 00:00:00-05:00,89.5518569460858,90.59685623870114,89.24332683704428,89.93004608154297,31111200,0.0,0.0
2023-03-02 00:00:00-05:00,89.23338599577193,91.84091472708995,89.16371177840199,91.56224822998047,32204400,0.0,0.0
2023-03-03 00:00:00-05:00,92.03996045341758,93.28401264189694,92.01009682269682,93.20439147949219,35160100,0.0,0.0
2023-03-06 00:00:00-05:00,93.57262632205895,95.51335229721735,93.55272482794965,94.6773452758789,32639300,0.0,0.0
2023-03-07 00:00:00-05:00,94.52807232544816,95.21478402463518,93.08496711653402,93.41339874267578,27835500,0.0,0.0
2023-03-08 00:00:00-05:00,93.67215786383373,95.503399070826,93.55272611825472,93.8015365600586,34103300,0.0,0.0
2023-03-09 00:00:00-05:00,93.60249368912125,95.07544729094798,91.46272231509023,91.88072204589844,28813500,0.0,0.0
2023-03-10 00:00:00-05:00,91.73143425906332,92.34848690437508,89.96985962601842,90.19876098632812,35941000,0.0,0.0
2023-03-13 00:00:00-04:00,89.66133224210813,92.1295353055602,88.99452204264824,90.67648315429688,37335600,0.0,0.0
2023-03-14 00:00:00-04:00,92.11957083074607,93.91100895731901,92.00014668436901,93.52286529541016,36050200,0.0,0.0
2023-03-15 00:00:00-04:00,92.77643896638652,96.46878502000881,92.1991969177425,95.6526870727539,50622100,0.0,0.0
2023-03-16 00:00:00-04:00,95.74226728410615,100.70852980834213,95.0456009946808,99.84266662597656,65492000,0.0,0.0
2023-03-17 00:00:00-04:00,99.78295267907698,102.35067095008547,99.62371033412825,101.13648223876953,61028500,0.0,0.0
2023-03-20 00:00:00-04:00,99.64361592487353,101.26585739333697,99.39480546444764,100.7383804321289,32960400,0.0,0.0
2023-03-21 00:00:00-04:00,100.76823312250937,104.59991256706779,100.73837708314564,104.42076873779297,42110300,0.0,0.0
2023-03-22 00:00:00-04:00,103.773854818731,106.08281539474726,102.8383327290355,102.87814331054688,43427400,0.0,0.0
2023-03-23 00:00:00-04:00,104.56010268824097,105.79420800627038,103.96295911766454,105.0975341796875,40797800,0.0,0.0
2023-03-24 00:00:00-04:00,104.49043770663731,104.98805862211833,103.34590808241246,104.93830108642578,30393300,0.0,0.0
